Year,Component,Name_indicator,Indicator,Cluster type,Cluster id,Cluster,Target_year,Expected end year,End_year_achieved,Expected narrative,Achieved narrative,Cluster Link
2024,PDO,(2024-2025) PDO Indicator 1: Partners and stakeholders in the Project area increasingly accessing enhanced climate information services and/or validated climate-smart agriculture indicators (Numbers)​,PDO Indicator 1,Country,102081,Ghana,4,4,4,"AICCRA is strengthening the capacity of new partners and stakeholders on CIS-CSA-OneHealth Innovations. These stakeholders/partners and CIS-CSA capacities that are being strengthened include: 

New partners/stakeholders with new access 
1. Partners/stakeholders in Ghana's EWRRS-PD framework will be introduced to the EWRRS-PD and their capacities built. These partners are:   
a. Peasant Farmers Association of Ghana (PFAG)
b. Ghana National Association of  Farmers and Fishermen (GNAFF), 
c. Environmental Protection Agency (EPA), 
d. National Disaster Management Organisation (NADMO)

2. ACHIEVED New digital service providers are being introduced to AICCRA CIS-CSA-OneHealth bundles and their capacities are being built to integrate these into their mainstream service provision. Namely:
a. Famerline
b. Syecomp

3. MoFA- 
a. Ghana Agriculture and Agribusiness Platform (GHAAP) introduced to Ag-Innovation Data Hub (AIDH) for possible integration into GHAAP. 
 b. FSRP introduced to AICCRA Ghana CIS-CSA innovations and AICCRA protocols on maize and cowpea have been shared with FSRP.

Old partners/stakeholders with increased access
1. Department of Agriculture under the Ministry of Local Government: Capacities will be further increased on CIS-CSA innovation particularly, bundling and triggering pest alerts through the EWRRS-PD scouting tool. 
2. Single Mothers Association: Capacity strengthening on preparation and use of neem-based biopesticide.","AICCRA enhanced the capacities of its national partners, including new scaling partners 
1.SYECOMP  and 
2. Farmerline
who integrated AICCRA knowledge products into their dissemination channels. Farmerline incorporated these products into its outreach efforts, while Farmer Radio International (FRI), an existing partner, mainstreamed the new knowledge products into its weekly programs across AICCRA intervention areas and beyond.

Through strong coordination, AICCRA knowledge products influenced two key policy shifts in forming new partnerships :

3. Operationalization of the Early Warning and Rapid Response Systems for Pests and Diseases (EWRRS-PD): This included developing an operational guide in the form of a handbook and forming working groups to support implementation.
4. National Framework for Climate Services (NFCS): Efforts included coordinating the drafting of legal instruments for implementation and fostering collaborations among partners in CIS generation, as well as integrating climate experts into the national research and extension systems for seasonal and annual agricultural program planning.

These initiatives exposed partners to new frameworks and innovations in Climate-Smart Agriculture (CSA), Climate Information Services (CIS), and the operational frameworks for EWRRS-PD and NFCS, further strengthening Ghana’s capacity for climate resilience and agricultural sustainability.",https://aiccra.marlo.cgiar.org/projects/AICCRA/contributionCrp.do?projectOutcomeID=34383&edit=true&phaseID=425
2024,PDO,(2024-2025) PDO Indicator 2: Beneficiaries in the project area are increasingly accessing enhanced climate information services and/or validated climate-smart agriculture technologies. (Numbers)​,PDO Indicator 2,Country,102081,Ghana,"100,000","100,000","226,177","AICCRA Ghana is using a multi scaling approach to reach 100,000 new farmers  (40% women) in 45 new intervention communities with CSA-CIS innovations across four bundles, that is, Smart production and soils, CS-IPM, Smart seeds and markets, water smart solutions and a pilot on sustainable agriculture mechanisation. 

First, AICCRA has established 13 district CSA hubs (11 in old and 2 in new intervention districts) and connected them to 45 community CSA hubs in the new communities. These community CSA-hubs are demonstrating seasonal CSA bundles and providing technical support for 2,250 climate-smart farmers (40% women) who have established satellite demonstrations on their farms and reaching out to 20 farmers each.  

Second, Syecomp a digital service provider working through the district CSA hub with support from the Climate-Smart farmers has onboarded 100,000 new farmers from these communities unto their platform and disseminating CIS(seasonal forecast, nowcast, pests alert) and agro-advisories along the four bundles through voice messages, SMS, USSD and call center services. 

Third, a 12-week radio extension program adapted to the seasonal cropping calendar is disseminating CIS-CSA innovations along the four bundles. 

AICCRA is providing capacitation on the bundles to scaling partners (CSA hub, Syecomp, Radio) including mainstreaming GSI considerations in dissemination.","AICCRA Ghana used a multi-channel scaling approach to reach over 220,000 new beneficiaries (40% women) with CSA-CIS innovations across four bundles -Smart production and soils, Climate smart-IPM, Smart seeds and markets, and Water smart solutions. 

First, AICCRA established 13 district CSA hubs and connected them to 65 community CSA hubs where 167 technology parks were established to demonstrate crop and site-specific bundled CIS-CSA innovations to farmers. A total of 8,180 farmers (45% women) participated in these field demonstration activities. 

Second, Syecomp, a digital agriculture service provider worked with the district CSA hubs to onboard 100,000 new farmers (57% women) unto their platform and disseminated  CIS-CSA innovations along the four bundles through voice and text messages, USSD and call centre services. Each farmer received approximately 50 text and 25 voice messages along the cropping calendar. 

Third, a 16-week radio extension programme with eight partner stations of Farm Radio International disseminated CIS-CSA innovations along the four bundles adapted to the cropping calendar of specific ecological zones. A total of 226,177 new beneficiaries accessed CIS-CSA innovations via this channel.

These channels worked collaboratively as members of the district CSA hubs. They complemented each other and reinforced information received from one channel with another.",https://aiccra.marlo.cgiar.org/projects/AICCRA/contributionCrp.do?projectOutcomeID=34362&edit=true&phaseID=425
2024,PDO,(2024-2025) PDO Indicator 3: Beneficiaries in the project area are using enhanced climate information services and/or validated climate-smart agriculture technologies (Number)​,PDO Indicator 3,Country,102081,Ghana,"47,406","50,000","117,000","Building on lessons and successes from the initial three years, AICCRA Ghana is using a three-pronged approach to reach 50,000 farmers (40% women) in the old intervention communities to access and use the CIS-CSA-OneHealth Innovations. 

First, through Farmerline, AICCRA is reaching 50,000 farmers (40% women) to access and use CIS-CSA innovations including agro advisories, climate-smart seeds, biopesticides, and sustainable mechanization options.  

Second, AICCRA has launched 11 District CSA hubs in the old intervention districts. The hubs are a Public-Private-Farmer arrangement led by Department of Agriculture. They are connected to 20 community CSA hubs in the old communities and provide technical support and capacitation to community CSA hub members. 50 lead farmers (40% women) are connected to the Community CSA hubs as change agents. They are using seasonal CIS-CSA innovations in their farms and organise demonstrations for other farmers to attend. 

Third, a 20-week radio extension programme reinforces the CIS-CSA-OneHealth Agroadvisories disseminated through the digital platform and CSA hubs. 

Customised programmes are being implemented to enable women and youth to use the CIS-CSA innovations. 

We are now in the process of deploying assessment tools to capture the evidence for the numbers using CIS/CSA bundles.","AICCRA Ghana integrated AICCRA's CIS-CSA innovations into the existing service delivery ecosystem through four main instruments as pathways.

First, enhanced CIS and validated CSA practices and technologies with demand from farmers were prioritised and integrated into extension services of Ghana's Department of Agriculture, the services of Farmerline, a digital agriculture service provider, and radio extension by Farm Radio International (FRI). 

Second, service delivery of these partners were strengthened. AICCRA set-up technology parks to demonstrate CIS-CSA innovations to strengthen extension services by the Department of Agriculture. Farmerline was supported with bundling CIS-CSA innovations into a solution. FRI was strengthened with connecting their radio extension to community information centres. 

Third, AICCRA strengthened the capacities of village savings and loans groups for individual and collective fund mobilisation to finance CSA technologies, and facilitated their linkages with input providers. 

Fourth CSA hubs were established to bring farmers, input providers and the Department of Agriculture together to set agenda for site-specific innovations to deploy for men, women and youth farmers. 

Assessment study conducted with a random representative sample indicates that 65.3% of beneficiaries, that is, 117,000 farmers (30.5% women) in the old implementing areas are using AICCRA's enhanced CIS and validated CSA technology and practices.",https://aiccra.marlo.cgiar.org/projects/AICCRA/contributionCrp.do?projectOutcomeID=34341&edit=true&phaseID=425
2024,PDO,(2024-2025) PDO Indicator 5: Beneficiaries with enhanced resilience to climate risks (Number),PDO Indicator 5,Country,102081,Ghana,"300,000","300,000","335,000","Tracking 2021-2023 beneficiaries with enhanced resilience to climate risks.

- Farmer decision making using CIS. Survey of the type of decisions made by farmers accessing AICCRA's CIS and market info.
- Farmer coping strategies. Mapping farmers with successful access to smart and locally-adapted seeds and other CSA inputs.
- Farmer with demonstrated triple-win CSA farming. Mapping farmers with successful full investment in CSA packages.
- Access to finance. Mapping farmers with successful access to credit.","AICCRA Ghana recognises that vulnerability to climate risks encompasses both biophysical challenges and institutional challenges that impede farmers' access to climate solutions. Therefore, in addition to deploying CIS-CSA innovations, institutional innovations  were also deployed to reach indirect beneficiaries with AICCRA's climate innovations. 

First,  AICCRA built the capacities of agriculture extension agents (AEAs) on CIS-CSA innovations. These AEAs were connected to the Ghana Ag-Innovation Data Hub where videos on AICCRA CIS-CSA innovations are available through an extension portal. These officers pushed these content to their network of farmers thereby reaching indirect beneficiaries. 

Second, through technical collaboration with the Food Systems Resilience Programme (FSRP), AICCRA’s CIS-CSA innovations were integrated into FSRPs innovations. Some farmers who benefitted from the FSRP thereby accessed AICCRA innovations indirectly. 

Third, AICCRA’s digital scaling partners- Farmerline, Syecomp and Esoko- integrated AICCRA CIS-CSA innovations into their technical content for routine dissemination. This content was disseminated to many farmers without AICCRA funds through their call centres, helplines, and USSD platforms. 

Fourth, AICCRA CIS-CSA innovations have been integrated into Farm Radio International's (FRI) radio extension programmes. FRI partner stations for instance, broadcast the seasonal forescast and associated agro-advisories. Media personnel trained by AICCRA also share seasonal forecast and nowcast routinely.",https://aiccra.marlo.cgiar.org/projects/AICCRA/contributionCrp.do?projectOutcomeID=40740&edit=true&phaseID=425
2024,KS,"(2024-2025) IPI 1.1: Climate-relevant knowledge products, decision-making tools and advisory services created or enhanced, including GSI dimensions (Number)​",IPI 1.1,Country,102082,Zambia,5,8,3,"The following climate-relevant knowledge products, decision-making tools and advisory services are expected to be completed in 2024:

D25668	AICCRA experience and results from Gender Smart Agriculture
D25679	Gender and social inclusion safeguards and approaches to intersectionality
D26393	Enhancing Integration of NMHS and Ag Data Hub
D26313	Develop the national framework: Development of a National Framework for Weather, Water, and Climate Services (NFWCS-ZM) for Zambia
D26316	Consolidated draft report “National Framework for Weather, Water, and Climate services”
D25856	Soil characterization report
D25891	Report: Advisories to support decision making by agribusiness accelerators, SMEs and farmers in planning and managing their businesses
D25895	User Manual: Design of the CSA-CIS mentorship program for young professionals in Zambia
D25904	Operationalise Agdatahub and deploy it with Smart Zambia
D25905	Strengthening the FFEWS system and operationalizing for integrated flood risk management measures in the Zambezi basin
D25906	Strengthening Zambia Drought Management System (ZADMS) and operationalize contingency plan to mitigate agricultural risks for selected provinces in Zambia
D25907	Digitizing century old climate with ZMD and water level data with WARMA from the paper records using AI interface
D25925	Irrigation scheduling tool
D25926	Curriculum manual: CSA-CIS integration into educational curricula for university level","The project developed four climate-relevant knowledge products, decision-making tools, and advisory services:
1. A curriculum reference manual to empower EAS providers to use localized climate information and tools in their work with farmers to foster agricultural resilience.
2. A mobile application for the Zambia Disaster Management and Mitigation Unit (DMMU). The mobile app is used to collect real-time data on climate hazards such as floods, droughts, etc.
3. Operationalization of the prototype for the Aquaculture Advisory Tool hosted on the Intelligent Agricultural Systems Advisory Tool (iSAT). The prototype integrates an AI model for air and pond water temperature algorithms. It is connected to national weather data and transmits aquaculture advisories to farmers.",https://aiccra.marlo.cgiar.org/projects/AICCRA/contributionCrp.do?projectOutcomeID=35202&edit=true&phaseID=425
2024,KS,(2024-2025) IPI 1.4: Appropriate fertilizer nutrient requirements developed for specific crop and soil combinations within prioritized target areas (Hectares)​,IPI 1.4,Country,102082,Zambia,0,0,0,XXXX,"The project collected soil samples in Zambia's Eastern Province to conduct a comprehensive soil characterization study. However, the laboratory analysis of these samples coincided with the December holiday period, leading to an extension of the analysis timeline to 2025.",https://aiccra.marlo.cgiar.org/projects/AICCRA/contributionCrp.do?projectOutcomeID=40845&edit=true&phaseID=425
2024,PD,"(2024-2025) IPI 2.1: Climate advisory platforms/ hubs launched/ strengthened, including their focus on gender and social inclusion (Number)",IPI 2.1,Country,102082,Zambia,1,4,3,"AICCRA Zambia seeks to operationalize the Agdatahub to generate and disseminate location-specific pre- and in-season weather-based advisories (D25904). The platform will provide gender-responsive advisories (D25893) and will integrate agronomic digital tools and an improved marketing digital tool (D25922). In addition, the Drought Management System will also be refined to provide more agroadvisory benefit to the district and local levels.","AICCRA Zambia has made progress in operationalizing the Agdatahub to generate and disseminate location-specific pre- and in-season weather-based advisories (D25931). Significant progress has been made in integrating the data from AgDataHubs through APIs with multi-channel dissemination of climate and weather-informed agro-advisories, including data collected by enumerators of DMMU through the DMMU Mobile Application developed by the project (D25892). A prototype for hosting the aquaculture advisory tool on iSAT on the Agdata hub has been developed (D25909). The prototype has demonstrated that the platform can send messages and is stable when linked to weather data and information sources to generate advisories for aquaculture farmers. The prototype is linked to the AI model developed for the air and pond water temperature algorithms.",https://aiccra.marlo.cgiar.org/projects/AICCRA/contributionCrp.do?projectOutcomeID=35076&edit=true&phaseID=425
2024,PD,(2024-2025) IPI 2.3: People engaged in AICCRA-funded capacity development activities (Number) of which at least 30% are women,IPI 2.3,Country,102082,Zambia,150,168,687,"The AICCRA Zambia will carry out various capacity-building activities outlined in the partnership agreements with partners such as WARMA, UNZA, ZMD, and many other local partners e.g. the development of tools and techniques that advance water resources management; early warning systems for early action in managing floods and droughts; and groundwater management vulnerability mapping. Capacity strengthening activities under the I2G program will include CSA and CIS integration into educational curricula at different levels; and the design of a CSA and CIS mentorship program for young professionals in Zambia:

D25857	Mechanization training support and financing service provider model.
D25897	Capacity report: Phase 2 of I2G Innovation hackathon.
D25900	Training sessions on CIS and climate Advisory for camp officers and extension officers and SMEs
D25903	Climate Risk Management in Agricultural Extension (CRMAE) Workshop: Combined Refresher Training and Consultation with ATI (ZCA) Colleges for Formal Curriculum Integration.
D25927	Work with ZMD to help them generate weekly/decadal agromet advisory bulletins (AABs) using the AgDataHub.

In collab with other AICCRA teams:
D26310	Enhancing the capacity of CSA stakeholders for locally-led Climate Action.
D26312	Promoting and scaling CSA investments and innovations in East Africa through the development and utilization of business models.","AICCRA Zambia conducted various capacity-building activities to strengthen the capabilities of local public and private partners, including smallholder producer groups. These efforts aimed to enhance access to and use of validated CSA and enhanced CIS while also promoting gender and social inclusion (GSI) to promote gender equality among vulnerable groups. Below are some of the technical assistance initiatives delivered through the capacity-building efforts:
• Soybean Seed Production and Agribusiness Management Training in Zambia (D26809) = 609 (313 women)
• AICCRA I2G Open Innovation Challenge (D25895) = 20 (10 women)
• Training of Trainers (ToT): CSA CIS and gender training for the Aquaculture Bundle (D25900) 37 (12 women)
• Climate Risk Management in Agricultural Extension Mainstreaming for Zambia’s Higher Education System (D25903) = 11 (4 women)
• Accelerating CSA Investment Planning in Eastern and Southern Africa: The role of Multistakeholder Platforms in Kenya, Ethiopia and Zambia (D26310) = 11 (5 women)",https://aiccra.marlo.cgiar.org/projects/AICCRA/contributionCrp.do?projectOutcomeID=35013&edit=true&phaseID=425
2024,CSA,(2024-2025) IPI 3.1: Validated climate information services and climate-smart agriculture technologies disseminated / made accessible (Number),IPI 3.1,Country,102082,Zambia,2,2,5,"AICCRA Zambia aims to strengthen the scaling of validated CSA/CIS bundled technologies and increase access to climate advisories by farmers and agricultural extension officer across the country.
This will be achieved through:
1. New enhanced partnerships established with SMEs under the Accelerator program (D25919) to increase the geographical reach of the promoted bundles 1, 2 and 3 (Off-Grid Solar Irrigation Technologies; Integrated Aquaculture and Better Management Practices and 3 Drought-Resistant Seed Varieties).
2. Value chain specific ag-advisories disseminated through the Agdata Hub, in partnership with the Zambia Meteorological Department a government agency responsible for producing agromet bulletins (D25904) and Smart Zambia.  This will include a new mechanism put in place (API development)  to increase access to the AgdataHub agroadvisories from cellphones (D25931)","AICCRA Zambia identified and validated three climate-smart agricultural (CSA) technologies, which are now being scaled through the Accelerator initiative. Accelerator partners were selected, and their technologies validated through a competitive process involving the submission of concepts aimed at addressing the challenges faced by smallholder farmers amid climate shocks. Below are the validated CSA technologies:
D25925: Enhancing Climate Resilience for Smallholder Farmers in Zambia through Solar-Powered Irrigation, Capacity Building, and Inclusive Financing by Prebemu Enterprises Ltd.
D25933: Addressing Drought through Climate-Smart Seed Varieties by FeedNat Agro Limited.
D25924: Scaling Climate-Smart Aquaculture Technologies (Fingerlings and Seed) by Toda Raba Farm.

In addition, the project scaled enhanced climate information services (CIS), and there are: 

D25892: DMMU's mobile app is used to collect real-time data on climate hazards such as floods, droughts, etc
D25909: Integration of the Aquaculture decision tree and algorithm iSAT",https://aiccra.marlo.cgiar.org/projects/AICCRA/contributionCrp.do?projectOutcomeID=34866&edit=true&phaseID=425
2024,CSA,(2024-2025) IPI 3.2: Gender-smart climate information services and gender-smart climate-smart agriculture technologies reaching women through customized programs targeting their interests (Number) ​,IPI 3.2,Country,102082,Zambia,3,3,5,"1. Women-led demonstration fishponds and trainings on integrated aquaculture agriculture system with fish-crops and small livestock will be implemented. Women hosting the demonstration ponds will help other women to learn from them and be role models.
 
2. Capacity development training and mentorship on agribusiness capacities focused on women and youth through ZYA for them to maximize profitability and long term sustainability of the drought tolerant soybean seed (bundle 3)
 
3. To increase access to the aquaculture better management practices (Bundle 2), a training manual is translated into the local languages to increase women access (lower literacy than men).","In 2024, the project emphasized building the capacity of women and youth to access validated Climate-Smart Agriculture (CSA) practices and enhanced Climate Information Services (CIS) across the soybean seed, aquaculture, and off-grid solar irrigation technologies. This was achieved through deliberate efforts during the planning of capacity development activities to prioritize women and youth to reduce disparities and empower vulnerable groups. For example, the seed bundle training (D26809) specifically prioritized women and youth, ensuring that marginalized groups were actively involved in all project activities, including decision-making processes and resource access. 

Additionally, the project developed training material translated into a local language (D25901) to assist women, who are predominantly illiterate, in accessing validated CSA and CIS relevant to the aquaculture sector.

The project also focused on documenting stories of transformative stories of change arising from gender and social inclusion (GSI) interventions implemented in previous years. The stories underscore the private sector contributions to scaling the adoption of GSI-customized climate-smart aquaculture technologies in Zambia (D25893, D25991), as well as transformative change across various agricultural value chains, including solar irrigation, aquaculture, and seed systems (D25906).",https://aiccra.marlo.cgiar.org/projects/AICCRA/contributionCrp.do?projectOutcomeID=34824&edit=true&phaseID=425
2024,CSA,"(2024-2025) IPI 3.3: Use or adaptation of AICCRA-funded climate-relevant knowledge products, decision-making tools and services stated and confirmed by surveyed partners and stakeholders, at least 40% (Percentage) ​",IPI 3.3,Country,102082,Zambia,40,40,96,"AICCRA Zambia will conduct a partnership survey during the AF to determine the use or adaptation of CSIS/CSA technologies, including GESI.","On average, 96% of the survey participants are using validated CSA and CIS technologies. The technologies used include:
Aquaculture better management practices (BMPs) for fish farmers, results from the Needs Assessment for CSA CIS integration into the university curriculum, mobile application used to collect real-time data on climate hazards used by the Disaster Management and Mitigation Unit (DMMU) mobile app, and technical support on investment readiness provided by Open Capital Advisories on Investment Readiness.",https://aiccra.marlo.cgiar.org/projects/AICCRA/contributionCrp.do?projectOutcomeID=34803&edit=true&phaseID=425
2024,CSA,(2024-2025) IPI 3.4: Policy and investment decisions influenced by engagement and information dissemination by AICCRA funded partnerships and capacity building activities (Number),IPI 3.4,Country,102082,Zambia,1,2,0,"AICCRA Zambia is set to develop a National Framework for Weather, Water, and Climate Services (NFWCS-ZM) for Zambia, along with its associated Implementation Plan. Significant progress has been made following the hiring of the consultant and the completion of preliminary stakeholder consultations, laying out a roadmap for the development of the framework. In 2024, AICCRA Zambia will build on these achievements by completing the following deliverables:
D25916	Situational analysis and environmental scan: Development of a National Framework for Weather, Water, and Climate Services (NFWCS-ZM) for Zambia
D26313	Develop the national framework: Development of a National Framework for Weather, Water, and Climate Services (NFWCS-ZM) for Zambia
D26311	Assessing readiness, and supporting sub national investment plans
D26314	Plan for the development of the Zambia web-based CIS system
D26315	A draft “Resource Mobilization Strategy” Report
D26316	Consolidated draft report “National Framework for Weather, Water, and Climate services”
D26317	A draft “Capacity Building, Communication and Awareness Strategy” Report
D26318	Draft Implementation Action Plan
D25910	Develop, Launch, and Operationalization of Zambia's National Framework for Weather, Water, and Climate Services (NFWCS)","AICCRA Zambia developed a National Framework for Weather, Water, and Climate Services (NFWCS-ZM) (D26313) and other tools to support the effective implementation of the new framework. The tools include the resource mobilization strategy (D26315), the capacity building, communication, and awareness strategy (D26317), and the implementation action plan (D26318).",https://aiccra.marlo.cgiar.org/projects/AICCRA/contributionCrp.do?projectOutcomeID=40971&edit=true&phaseID=425
2024,PDO,(2024-2025) PDO Indicator 1: Partners and stakeholders in the Project area increasingly accessing enhanced climate information services and/or validated climate-smart agriculture indicators (Numbers)​,PDO Indicator 1,Country,102082,Zambia,5,8,7,"AICCRA Zambia will build on the partnerships of the initial phase (2021–2023). New activities in the AF phase will include providing Technical Assistance to local partners, particularly the University of Zambia, through the development and/or review of educational curricula at different levels (D25894); strengthening partnership with WARMA through capacity building to operationalize integrated flood risk management measures in the Zambezi basin (D25905); and continuing partnership with ZMD under the Zambia Drought Management System (ZADMS) and operationalizing contingency plans to mitigate agricultural risks for selected provinces in Zambia (D25906). More local partners are more likely to be added as soon as the project rolls out the call for proposals for Accelerator Agribusinesses:

CSA/CIS Partners:
1. NAZFAS - Youth Farmer capacity strengthening program (accessing improved water management practices, digital CIS, improved seed, agronomic practices)
2. BongoHive - Cohort 2 of I2G program (Ideas Jam, Innovation Challenge) - accessing existing CSA/CIS innovation bundle knowledge
4. Zambian Women in Agricultural Research and Development (ZAWARD) (I2G mentorship program) - accessing existing CSA/CIS bundled innovations
5. New Accelerator Partners (competitive bid) (4 partners minimum) - accessing existing and new CIS/CSA innovation bundles to scale.
6. Solidaridad 
7. Zambia College of Agriculture (ZCAS)
8. Copperbelt University","In 2024, AICCRA Zambia continued its collaboration with local partners, focusing on strengthening their capacities across various value chains. The project worked with seven local partners, enhancing their ability to access improved climate information services and validated climate-smart agricultural technologies. These partners include:

1. Toda Raba Limited
2. FeedNet Agro
3. Prebemu Enterprises Ltd
4. Disaster Management and Mitigation Unit (DMMU): The project collaborated with DMMU to monitor floods and droughts. A mobile application was developed to collect real-time data on climate hazards, such as floods and droughts. 
5. The Zambia Meteorological Department (ZMD): The project conducted a capacity-building workshop for ZMD staff, including agricultural extension and advisory services (EAS) personnel in Zambia. 
6. BongoHive: The project partnered with BongoHive to build the capacity of Early Career Researchers (ECRs) and practitioners in Zambia. This initiative equipped them with tools to address critical issues in agricultural water management, soil health, sustainability, and environmental science.
7. University of Zambia: The project collaborated with the University of Zambia to organize a stakeholders’ workshop to validate and disseminate findings from a nationwide assessment of needs and pathways for integrating CSA and CIS into the curricula of Zambian higher education institutions.",https://aiccra.marlo.cgiar.org/projects/AICCRA/contributionCrp.do?projectOutcomeID=35350&edit=true&phaseID=425
2024,PDO,(2024-2025) PDO Indicator 2: Beneficiaries in the project area are increasingly accessing enhanced climate information services and/or validated climate-smart agriculture technologies. (Numbers)​,PDO Indicator 2,Country,102082,Zambia,"104,200","104,200","14,968","AICCRA Zambia targets 104,200 farmers (40% women) to access CSA technologies. These will be distributed as follows (D25855): 40,000 farmers access agro-forestry; 25,000 farmers access climate-smart seed varieties for groundnut, maize, and soybean value chains, as well as the use of plant catalyst products; 18,000 farmers use off-grid solar irrigation equipment; 17,200 farmers use better management practices for pond aquaculture; and 4000 farmers use agriculture mechanization.

To ensure the farmers have access to digital platforms at district level, a strong linkage between extension workers and digital platforms such as AgData Hub, iSAT, and ZADMs (D25906) will be made through a consultative workshop with Zambia's agricultural training institutions (ATIs) on adaptation of the CRMAE (extension curriculum). AICCRA Zambia will also coordinate the AICCRA Zambia Accelerator Alumni Network (D25847).
 ","Due to a delayed start of the program in July, which had subsequent knock-on effects on project activities, the project in 2024 engaged three accelerator partners and collaborated with the National Association of Smallholder Farmers to reach 609 farmers directly. A social media broadcast expanded the project's reach to an additional 14,968 farmers, bringing the total number of farmers reached to 15,577. However, these delays in signing contracts with the accelerator partners prevented the project from meeting its original target of reaching 104,200 beneficiaries.

Despite these challenges, the project established a mechanization bundle to support farmers in accessing agricultural equipment such as tractors, shellers, and planters. Three sites were identified for technology demonstrations, with equipment deployed at these locations. The demonstrations integrated mechanization with irrigation, showcasing advanced agricultural practices.

Overall, the agribusiness accelerator partners continue to aim to reach 104,200 smallholder farmers (40% women), enhancing their access to validated climate-smart agricultural technologies and improved climate information services. Youth, particularly those engaged in vegetable production and chicken rearing, are also expected to benefit from the services provided by the project.",https://aiccra.marlo.cgiar.org/projects/AICCRA/contributionCrp.do?projectOutcomeID=35328&edit=true&phaseID=425
2024,PDO,(2024-2025) PDO Indicator 3: Beneficiaries in the project area are using enhanced climate information services and/or validated climate-smart agriculture technologies (Number)​,PDO Indicator 3,Country,102082,Zambia,"49,086","51,094","145,700","To enhance the utilization of CSA technologies, a second bid call for proposals for accelerator agribusinesses will be initiated. The objective is to strengthen the network of alumni and onboard new partners (D25855), as well as expand the accelerator CSA bundles to emphasize the adoption of innovations (D25847). Accelerator Agribusiness serves as a local and more cost-effective source of CSA technologies for smallholders.

During the 2024 period, the target is to reach 51,094 farmers (with 40% being women) for the utilization of CIS and/or CSA technologies. The distribution of these targets is elaborated below, and AICCRA Zambia strategically crafts a revised concept note, drawing insights from lessons learned during Phase I (D25847) and (D25855). This revised concept note will provide a clear impact pathway, leveraging the strengths of local agribusinesses in delivering either CIS or CSA to the beneficiaries.
18,800 farmers use agro-forestry; 
11,750 farmers use climate-smart seed varieties for groundnut, maize, and soybean value chains, as well as the use of plant catalyst products;
8,460 farmers use off-grid solar irrigation equipment; 
8,084 farmers use better management practices for pond aquaculture; and 4000 farmers use agriculture mechanization (D25857).
 ","In 2024, the project conducted an independent evaluation of the farmers using the validated CSA technologies and enhanced CIS in the project sites.The evaluation revealed that 145,700 (43% women) are using the validated CSA CIS technologies (D26316, D25914).  

AICCRA Zambia has significantly empowered smallholder farmers in the Eastern Province by equipping them with validated CSA practices and enhanced CIS to adapt to climate change. Field discussions with farmers revealed that those who adopted AICCRA’s climate-smart solutions, such as drought-resistant seed varieties, agroforestry with Gliricidia, and agro-advisories on better planting timing, achieved improved yields, even during challenging seasons. In Eastern Province, COMACO directly trained 175,000 farmers through its cooperative model, with 130,000 (50% women) adopting CSA practices (D26316).

The aquaculture practices among smallholder fish farmers in Northern Zambia are undergoing a remarkable transformation driven by CSA solutions implemented by the AICCRA project in the region. The project is transforming the way fish farming is practiced in the region, creating more resilient communities and sustainable farming systems. The project has significantly enhanced their livelihoods by empowering 15,700 (36% women) with CSA technologies, strengthening their resilience through access to aquaculture advisories, and creating markets to sustainably improve their income and food security (D25914).",https://aiccra.marlo.cgiar.org/projects/AICCRA/contributionCrp.do?projectOutcomeID=35286&edit=true&phaseID=425
